Author,Title,URN,Date,Genre,Prose,Source,filename
Apollonius Rhodius,Argonautica,0001-001,3 B.C.,Epic poetry,,GLAUx,
Theognis,Epigrammata,0002-004,6 B.C.,Lyric poetry,,GLAUx,
Thucydides,History of the Peloponnesian War,0003-001,5 B.C.,History,,GLAUx,
Thucydides,Epigramma,0003-002,5 B.C.,Lyric poetry,,GLAUx,
Theocritus,Εἰδύλλια,0005-001,4-3 B.C.,Lyric poetry,,GLAUx,
Theocritus,Ἐπιγράμματα,0005-002,4-3 B.C.,Lyric poetry,,GLAUx,
Theocritus,Epigrammata,0005-005,4-3 B.C.,Lyric poetry,,GLAUx,
Euripides,Hecuba,0006-007,5 B.C.,Tragedy,,GLAUx,
Euripides,The Suppliant Maidens,0006-008,5 B.C.,Tragedy,,GLAUx,
Euripides,Heracles,0006-009,5 B.C.,Tragedy,,GLAUx,
Euripides,Ion,0006-010,5 B.C.,Tragedy,,GLAUx,
Euripides,The Trojan Women,0006-011,5 B.C.,Tragedy,,GLAUx,
Euripides,Electra,0006-012,5 B.C.,Tragedy,,GLAUx,
Euripides,Iphigenia in Tauris,0006-013,5 B.C.,Tragedy,,GLAUx,
Euripides,Helen,0006-014,5 B.C.,Tragedy,,GLAUx,
Euripides,The Phoenician Women,0006-015,5 B.C.,Tragedy,,GLAUx,
Euripides,Orestes,0006-016,5 B.C.,Tragedy,,GLAUx,
Euripides,Bacchae,0006-017,5 B.C.,Tragedy,,GLAUx,
Euripides,Iphigenia in Aulis,0006-018,5 B.C.,Tragedy,,GLAUx,
Euripides,Rhesus,0006-019,5 B.C.,Tragedy,,GLAUx,
Euripides,Epigrammata,0006-031,5 B.C.,Lyric poetry,,GLAUx,
Plutarch,Theseus,0007-001,A.D. 1-2,Biography,,GLAUx,
Plutarch,Romulus,0007-002,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Theseus and Romulus,0007-003,A.D. 1-2,Biography,,GLAUx,
Plutarch,Lycurgus,0007-004,A.D. 1-2,Biography,,GLAUx,
Plutarch,Numa,0007-005,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Lycurgus and Numa,0007-006,A.D. 1-2,Biography,,GLAUx,
Plutarch,Solon,0007-007,A.D. 1-2,Biography,,GLAUx,
Plutarch,Publicola,0007-008,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Solon and Publicola,0007-009,A.D. 1-2,Biography,,GLAUx,
Plutarch,Themistocles,0007-010,A.D. 1-2,Biography,,GLAUx,
Plutarch,Camillus,0007-011,A.D. 1-2,Biography,,GLAUx,
Plutarch,Pericles,0007-012,A.D. 1-2,Biography,,GLAUx,
Plutarch,Fabius Maximus,0007-013,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Pericles and Fabius Maximus,0007-014,A.D. 1-2,Biography,,GLAUx,
Plutarch,Alcibiades,0007-015,A.D. 1-2,Biography,,GLAUx,
Plutarch,Caius Marcius Coriolanus,0007-016,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Alcibiades and Coriolanus,0007-017,A.D. 1-2,Biography,,GLAUx,
Plutarch,Timoleon,0007-018,A.D. 1-2,Biography,,GLAUx,
Plutarch,Aemilius Paulus,0007-019,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Timoleon and Aemilius,0007-020,A.D. 1-2,Biography,,GLAUx,
Plutarch,Pelopidas,0007-021,A.D. 1-2,Biography,,GLAUx,
Plutarch,Marcellus,0007-022,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Pelopidas and Marcellus,0007-023,A.D. 1-2,Biography,,GLAUx,
Plutarch,Aristides,0007-024,A.D. 1-2,Biography,,GLAUx,
Plutarch,Marcus Cato,0007-025,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Aristides and Marcus Cato,0007-026,A.D. 1-2,Biography,,GLAUx,
Plutarch,Philopoemen,0007-027,A.D. 1-2,Biography,,GLAUx,
Plutarch,Titus Flamininus,0007-028,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Philopoemen and Titus,0007-029,A.D. 1-2,Biography,,GLAUx,
Plutarch,Pyrrhus,0007-030,A.D. 1-2,Biography,,GLAUx,
Plutarch,Caius Marius,0007-031,A.D. 1-2,Biography,,GLAUx,
Plutarch,Lysander,0007-032,A.D. 1-2,Biography,,GLAUx,
Plutarch,Sulla,0007-033,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Lysander and Sulla,0007-034,A.D. 1-2,Biography,,GLAUx,
Plutarch,Cimon,0007-035,A.D. 1-2,Biography,,GLAUx,
Plutarch,Lucullus,0007-036,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Lucullus and Cimon,0007-037,A.D. 1-2,Biography,,GLAUx,
Plutarch,Nicias,0007-038,A.D. 1-2,Biography,,GLAUx,
Plutarch,Crassus,0007-039,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Nicias and Crassus,0007-040,A.D. 1-2,Biography,,GLAUx,
Plutarch,Eumenes,0007-041,A.D. 1-2,Biography,,GLAUx,
Plutarch,Sertorius,0007-042,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Sertorius and Eumenes,0007-043,A.D. 1-2,Biography,,GLAUx,
Plutarch,Agesilaus,0007-044,A.D. 1-2,Biography,,GLAUx,
Plutarch,Pompey,0007-045,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Agesilaus and Pompey,0007-046,A.D. 1-2,Biography,,GLAUx,
Plutarch,Alexander,0007-047,A.D. 1-2,Biography,,GLAUx,
Plutarch,Caesar,0007-048,A.D. 1-2,Biography,,GLAUx,
Plutarch,Phocion,0007-049,A.D. 1-2,Biography,,GLAUx,
Plutarch,Cato the Younger,0007-050,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Agis and Cleomenes and the Gracchi,0007-053,A.D. 1-2,Biography,,GLAUx,
Plutarch,Demosthenes,0007-054,A.D. 1-2,Biography,,GLAUx,
Plutarch,Cicero,0007-055,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Demosthenes and Cicero,0007-056,A.D. 1-2,Biography,,GLAUx,
Plutarch,Demetrius,0007-057,A.D. 1-2,Biography,,GLAUx,
Plutarch,Antony,0007-058,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Demetrius and Antony,0007-059,A.D. 1-2,Biography,,GLAUx,
Plutarch,Dion,0007-060,A.D. 1-2,Biography,,GLAUx,
Plutarch,Brutus,0007-061,A.D. 1-2,Biography,,GLAUx,
Plutarch,Comparison of Dion and Brutus,0007-062,A.D. 1-2,Biography,,GLAUx,
Plutarch,Aratus,0007-063,A.D. 1-2,Biography,,GLAUx,
Plutarch,Artaxerxes,0007-064,A.D. 1-2,Biography,,GLAUx,
Plutarch,Galba,0007-065,A.D. 1-2,Biography,,GLAUx,
Plutarch,Otho,0007-066,A.D. 1-2,Biography,,GLAUx,
Plutarch,De capienda ex inimicis utilitate,0007-072,A.D. 1-2,Philosophy,,GLAUx,
Plutarch,De amicorum multitudine,0007-073,A.D. 1-2,Philosophy,,GLAUx,
Plutarch,De fortuna,0007-074,A.D. 1-2,Philosophy,,GLAUx,
Plutarch,De virtute et vitio,0007-075,A.D. 1-2,Philosophy,,GLAUx,
Plutarch,Regum et imperatorum apophthegmata,0007-081,A.D. 1-2,Philosophy,,GLAUx,
Plutarch,Lacaenarum Apophthegmata,0007-082,A.D. 1-2,Philosophy,,GLAUx,
Plutarch,Mulierum virtutes,0007-083,A.D. 1-2,History,,GLAUx,
Plutarch,Parallela minora,0007-085,A.D. 1-2,History,,GLAUx,
Plutarch,De gloria Atheniensium,0007-088,A.D. 1-2,Rhetoric,,GLAUx,
Athenaeus of Naucratis,Deipnosophistae,0008-001,A.D. 2-3,Polyhistory,,GLAUx,
Sappho,Epigrammata,0009-002,7-6 B.C.,Lyric poetry,,GLAUx,
Isocrates,Against Euthynus,0010-001,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Against Callimachus,0010-002,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Against Lochites,0010-003,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Concerning the Team of Horses,0010-004,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Trapeziticus,0010-005,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Aegineticus,0010-006,5-4 B.C.,Oratory,,GLAUx,
Isocrates,To Demonicus,0010-007,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Against the Sophists,0010-008,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Helen,0010-009,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Busiris,0010-010,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Panegyricus,0010-011,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Plataicus,0010-012,5-4 B.C.,Oratory,,GLAUx,
Isocrates,To Nicocles,0010-013,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Nicocles or the Cyprians,0010-014,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Evagoras,0010-015,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Archidamus,0010-016,5-4 B.C.,Oratory,,GLAUx,
Isocrates,On the Peace,0010-017,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Areopagiticus,0010-018,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Antidosis,0010-019,5-4 B.C.,Oratory,,GLAUx,
Isocrates,To Philip,0010-020,5-4 B.C.,Oratory,,GLAUx,
Isocrates,Panathenaicus,0010-021,5-4 B.C.,Oratory,,GLAUx,
Isocrates,To Dionysius,0010-022,5-4 B.C.,Epistolography,,GLAUx,
Isocrates,To the Children of Jason,0010-023,5-4 B.C.,Epistolography,,GLAUx,
Isocrates,To Archidamus,0010-024,5-4 B.C.,Epistolography,,GLAUx,
Isocrates,To the Rulers of the Mytilenaeans,0010-025,5-4 B.C.,Epistolography,,GLAUx,
Isocrates,To Timotheus,0010-026,5-4 B.C.,Epistolography,,GLAUx,
Isocrates,"To Philip, I",0010-027,5-4 B.C.,Epistolography,,GLAUx,
Isocrates,To Alexander,0010-028,5-4 B.C.,Epistolography,,GLAUx,
Isocrates,To Antipater,0010-029,5-4 B.C.,Epistolography,,GLAUx,
Isocrates,"To Philip, II",0010-030,5-4 B.C.,Epistolography,,GLAUx,
Sophocles,Trachiniae,0011-001,5 B.C.,Tragedy,,GLAUx,
Sophocles,Antigone,0011-002,5 B.C.,Tragedy,,GLAUx,
Sophocles,Ajax,0011-003,5 B.C.,Tragedy,,GLAUx,
Sophocles,Oedipus Tyrannus,0011-004,5 B.C.,Tragedy,,GLAUx,
Sophocles,Electra,0011-005,5 B.C.,Tragedy,,GLAUx,
Sophocles,Philoctetes,0011-006,5 B.C.,Tragedy,,GLAUx,
Sophocles,Oedipus at Colonus,0011-007,5 B.C.,Tragedy,,GLAUx,
Sophocles,Ichneutae,0011-008,5 B.C.,Tragedy,,GLAUx,
Homer,Iliad,0012-001,8 B.C.,Epic poetry,,GLAUx,
Homer,Odyssey,0012-002,8 B.C.,Epic poetry,,GLAUx,
Homer,Epigrams,0012-003,8 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 1 to Dionysus,0013-001,7 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 2 to Demeter,0013-002,,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 3 to Delian and Pythian Apollo,0013-003,6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 4 to Hermes,0013-004,6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 5 to Aphrodite,0013-005,7 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 6 to Aphrodite,0013-006,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 7 to Dionysus,0013-007,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 9 to Artemis,0013-009,7 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 10 to Aphrodite,0013-010,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 11 To Athena,0013-011,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 12 to Hera,0013-012,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 13 to Demeter,0013-013,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 14 to the Mother of the Gods,0013-014,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 15 To Heracles,0013-015,6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 16 To Asclepius,0013-016,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 17 To the Dioscuri,0013-017,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 18 to Hermes,0013-018,6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 19 to Pan,0013-019,5 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 20 To Hephaestus,0013-020,5 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 21 To Apollo,0013-021,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 22 To Poseidon,0013-022,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 23 to Zeus,0013-023,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 24 To Hestia,0013-024,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 25 To the Muses and Apollo,0013-025,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 26 To Dionysus,0013-026,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 27 to Artemis,0013-027,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 28 to Athena,0013-028,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 29 to Hestia,0013-029,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 30 to Earth,0013-030,7-6 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 31 to Helios,0013-031,5 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 32 To Selene,0013-032,5 B.C.,Lyric poetry,,GLAUx,
Homeric Hymns,Hymn 33 To the Dioscuri,0013-033,5 B.C.,Lyric poetry,,GLAUx,
Demosthenes,Olynthiac 1,0014-001,4 B.C.,Oratory,,GLAUx,
Demosthenes,Second Olynthiac,0014-002,4 B.C.,Oratory,,GLAUx,
Demosthenes,Olynthiac 3,0014-003,4 B.C.,Oratory,,GLAUx,
Demosthenes,Philippic 1,0014-004,4 B.C.,Oratory,,GLAUx,
Demosthenes,On the Peace,0014-005,4 B.C.,Oratory,,GLAUx,
Demosthenes,Second Philippic,0014-006,4 B.C.,Oratory,,GLAUx,
Demosthenes,On Halonnesus,0014-007,4 B.C.,Oratory,,GLAUx,
Demosthenes,On the Chersonese,0014-008,4 B.C.,Oratory,,GLAUx,
Demosthenes,Third Philippic,0014-009,4 B.C.,Oratory,,GLAUx,
Demosthenes,Philippic 4,0014-010,4 B.C.,Oratory,,GLAUx,
Demosthenes,Answer to Philip’s Letter,0014-011,4 B.C.,Oratory,,GLAUx,
Demosthenes,Philip’s Letter,0014-012,4 B.C.,Epistolography,,GLAUx,
Demosthenes,On Organization,0014-013,4 B.C.,Oratory,,GLAUx,
Demosthenes,On the Navy-Boards,0014-014,4 B.C.,Oratory,,GLAUx,
Demosthenes,For the Liberty of the Rhodians,0014-015,4 B.C.,Oratory,,GLAUx,
Demosthenes,For the People of Megalopolis,0014-016,4 B.C.,Oratory,,GLAUx,
Demosthenes,On the Treaty with Alexander,0014-017,4 B.C.,Oratory,,GLAUx,
Demosthenes,On the Crown,0014-018,4 B.C.,Oratory,,GLAUx,
Demosthenes,On the False Embassy,0014-019,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Leptines,0014-020,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Meidias,0014-021,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Androtion,0014-022,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Aristocrates,0014-023,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Timocrates,0014-024,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Aristogeiton I,0014-025,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Aristogeiton II,0014-026,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Aphobus I,0014-027,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Aphobus II,0014-028,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Aphobus III,0014-029,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Onetor I,0014-030,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Onetor II,0014-031,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Zenothemis,0014-032,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Apaturius,0014-033,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Phormio,0014-034,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Lacritus,0014-035,4 B.C.,Oratory,,GLAUx,
Demosthenes,For Phormio,0014-036,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Pantaenetus,0014-037,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Nausimachus and Xenopeithes,0014-038,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Boeotus I,0014-039,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Boeotus II,0014-040,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Spudias,0014-041,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Phaenippus,0014-042,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Macartatus,0014-043,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Leochares,0014-044,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Stephanus I,0014-045,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Stephanus II,0014-046,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Evergus and Mnesibulus,0014-047,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Olympiodorus,0014-048,4 B.C.,Oratory,,GLAUx,
Demosthenes,Apollodorus Against Timotheus,0014-049,4 B.C.,Oratory,,GLAUx,
Demosthenes,Apollodorus Against Polycles,0014-050,4 B.C.,Oratory,,GLAUx,
Demosthenes,On the Trierarchic Crown,0014-051,4 B.C.,Oratory,,GLAUx,
Demosthenes,Apollodorus Against Callippus,0014-052,4 B.C.,Oratory,,GLAUx,
Demosthenes,Apollodorus Against Nicostratus,0014-053,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Conon,0014-054,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Callicles,0014-055,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Dionysodorus,0014-056,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Eubulides,0014-057,4 B.C.,Oratory,,GLAUx,
Demosthenes,Against Theocrines,0014-058,4 B.C.,Oratory,,GLAUx,
Demosthenes,Theomnestus and Apollodorus Against Neaera,0014-059,4 B.C.,Oratory,,GLAUx,
Demosthenes,The Funeral Speech,0014-060,4 B.C.,Oratory,,GLAUx,
Demosthenes,The Erotic Essay,0014-061,4 B.C.,Oratory,,GLAUx,
Herodian,Ab excessu divi Marci,0015-001,A.D. 2-3,History,,GLAUx,
Herodotus,Histories,0016-001,5 B.C.,History,,GLAUx,
Isaeus,On The Estate of Cleonymus,0017-001,5-4 B.C.,Oratory,,GLAUx,
Isaeus,On the Estate of Menecles,0017-002,5-4 B.C.,Oratory,,GLAUx,
Isaeus,On The Estate Of Pyrrhus,0017-003,5-4 B.C.,Oratory,,GLAUx,
Isaeus,On the Estate of Nicostratus,0017-004,5-4 B.C.,Oratory,,GLAUx,
Isaeus,On the Estate of Dicaeogenes,0017-005,5-4 B.C.,Oratory,,GLAUx,
Isaeus,On the Estate of Philoctemon,0017-006,5-4 B.C.,Oratory,,GLAUx,
Isaeus,On The Estate of Apollodorus,0017-007,5-4 B.C.,Oratory,,GLAUx,
Isaeus,On The Estate of Ciron,0017-008,5-4 B.C.,Oratory,,GLAUx,
Isaeus,On the Estate of Astyphilus,0017-009,5-4 B.C.,Oratory,,GLAUx,
Isaeus,On The Estate of Aristarchus,0017-010,5-4 B.C.,Oratory,,GLAUx,
Isaeus,On the Estate of Hagnias,0017-011,5-4 B.C.,Oratory,,GLAUx,
Isaeus,On Behalf of Euphiletus,0017-012,5-4 B.C.,Oratory,,GLAUx,
Aristophanes,Acharnians,0019-001,5-4 B.C.,Comedy,,GLAUx,
Aristophanes,Knights,0019-002,5-4 B.C.,Comedy,,GLAUx,
Aristophanes,Clouds,0019-003,5-4 B.C.,Comedy,,GLAUx,
Aristophanes,Wasps,0019-004,5-4 B.C.,Comedy,,GLAUx,
Aristophanes,Peace,0019-005,5-4 B.C.,Comedy,,GLAUx,
Aristophanes,Birds,0019-006,5-4 B.C.,Comedy,,GLAUx,
Aristophanes,Lysistrata,0019-007,5-4 B.C.,Comedy,,GLAUx,
Aristophanes,Thesmophoriazusae,0019-008,5-4 B.C.,Comedy,,GLAUx,
Aristophanes,Frogs,0019-009,5-4 B.C.,Comedy,,GLAUx,
Aristophanes,Ecclesiazusae,0019-010,5-4 B.C.,Comedy,,GLAUx,
Aristophanes,Wealth,0019-011,5-4 B.C.,Comedy,,GLAUx,
Hesiod,Theogony,0020-001,8-7 B.C.?,Epic poetry,,GLAUx,
Hesiod,Works and Days,0020-002,8-7 B.C.?,Epic poetry,,GLAUx,
Hesiod,Shield of Heracles,0020-003,8-7 B.C.?,Epic poetry,,GLAUx,
Nicander of Colophon,Epigrammata,0022-006,3-2 B.C.,Lyric poetry,,GLAUx,
Oppian,Halieutica,0023-001,A.D. 2,Scientific Poetry,,GLAUx,
Oppian of Apamea,Cynegetica,0024-001,A.D. 2-3,Scientific Poetry,,GLAUx,
Aeschines,Against Timarchus,0026-001,4 B.C.,Oratory,,GLAUx,
Aeschines,On the Embassy,0026-002,4 B.C.,Oratory,,GLAUx,
Aeschines,Against Ctesiphon,0026-003,4 B.C.,Oratory,,GLAUx,
Andocides,On the Mysteries,0027-001,5-4 B.C.,Oratory,,GLAUx,
Andocides,On His Return,0027-002,5-4 B.C.,Oratory,,GLAUx,
Andocides,On the Peace with Sparta,0027-003,5-4 B.C.,Oratory,,GLAUx,
Andocides,Against Alcibiades,0027-004,5-4 B.C.,Oratory,,GLAUx,
Antiphon,Against the Stepmother for Poisoning,0028-001,5 B.C.,Oratory,,GLAUx,
Antiphon,The First Tetralogy,0028-002,5 B.C.,Oratory,,GLAUx,
Antiphon,The Second Tetralogy,0028-003,5 B.C.,Oratory,,GLAUx,
Antiphon,The Third Tetralogy,0028-004,5 B.C.,Oratory,,GLAUx,
Antiphon,On the murder of Herodes,0028-005,5 B.C.,Oratory,,GLAUx,
Antiphon,On the Choreutes,0028-006,5 B.C.,Oratory,,GLAUx,
Dinarchus,Against Demosthenes,0029-004,4-3 B.C.,Oratory,,GLAUx,
Dinarchus,Against Aristogiton,0029-005,4-3 B.C.,Oratory,,GLAUx,
Dinarchus,Against Philocles,0029-006,4-3 B.C.,Oratory,,GLAUx,
Hyperides,In Defence of Lycophron,0030-001,4 B.C.,Oratory,,GLAUx,
Hyperides,Against Philippides,0030-002,4 B.C.,Oratory,,GLAUx,
Hyperides,Against Athenogenes,0030-003,4 B.C.,Oratory,,GLAUx,
Hyperides,In Defence of Euxenippus,0030-004,4 B.C.,Oratory,,GLAUx,
Hyperides,Against Demosthenes,0030-005,4 B.C.,Oratory,,GLAUx,
Hyperides,Funeral Oration,0030-006,4 B.C.,Oratory,,GLAUx,
Xenophon,Hellenica,0032-001,5-4 B.C.,History,,GLAUx,
Xenophon,Memorabilia,0032-002,5-4 B.C.,Biography,TRUE,GLAUx,0032-002.xml
Xenophon,Economics,0032-003,5-4 B.C.,Philosophic Dialogue,,GLAUx,
Xenophon,Symposium,0032-004,5-4 B.C.,Philosophic Dialogue,,GLAUx,
Xenophon,Apology,0032-005,5-4 B.C.,Philosophy,,GLAUx,
Xenophon,Anabasis,0032-006,5-4 B.C.,History,TRUE,GLAUx,
Xenophon,Cyropaedia,0032-007,5-4 B.C.,Biography,,GLAUx,
Xenophon,Hiero,0032-008,5-4 B.C.,Philosophic Dialogue,,GLAUx,
Xenophon,Agesilaus,0032-009,5-4 B.C.,Biography,,GLAUx,
Xenophon,Constitution of the Lacedaimonians,0032-010,5-4 B.C.,Philosophy,,GLAUx,
Xenophon,Ways and Means,0032-011,5-4 B.C.,Philosophy,,GLAUx,
Xenophon,On the Cavalry Commander,0032-012,5-4 B.C.,Military,,GLAUx,
Xenophon,On the Art of Horsemanship,0032-013,5-4 B.C.,Biology,,GLAUx,
Xenophon,On Hunting,0032-014,5-4 B.C.,Biology,,GLAUx,
Pindar,Olympian,0033-001,6-5 B.C.,Lyric poetry,,GLAUx,
Pindar,Pythian,0033-002,6-5 B.C.,Lyric poetry,,GLAUx,
Pindar,Nemean,0033-003,6-5 B.C.,Lyric poetry,,GLAUx,
Pindar,Isthmean,0033-004,6-5 B.C.,Lyric poetry,,GLAUx,
Lycurgus,Against Leocrates,0034-001,4 B.C.,Oratory,,GLAUx,
Moschus,Eros Drapeta,0035-001,2 B.C.,Lyric poetry,,GLAUx,
Moschus,Europa,0035-002,2 B.C.,Lyric poetry,,GLAUx,
Moschus,Epitaphius Bios,0035-003,2 B.C.,Lyric poetry,,GLAUx,
Moschus,Megara,0035-004,2 B.C.,Lyric poetry,,GLAUx,
Moschus,Fragmenta,0035-005,2 B.C.,Lyric poetry,,GLAUx,
Moschus,Epigrammata,0035-006,2 B.C.,Lyric poetry,,GLAUx,
Bion of Phlossa,Epitaphius Adonis,0036-001,2 B.C.,Lyric poetry,,GLAUx,
Bion of Phlossa,Epithalamium Achillis et Deidameiae,0036-002,2 B.C.,Lyric poetry,,GLAUx,
Bion of Phlossa,Fragmenta,0036-003,2 B.C.,Lyric poetry,,GLAUx,
Galen,Adhortatio ad artes addiscendas,0057-001,A.D. 2,Medicine,,GLAUx,
Galen,De optima doctrina,0057-002,A.D. 2,Medicine,,GLAUx,
Galen,Quod optimus medicus sit quoque philosophus,0057-003,A.D. 2,Medicine,,GLAUx,
Galen,De sectis ad eos qui introducuntur,0057-004,A.D. 2,Medicine,,GLAUx,
Galen,De constitutione artis medicae ad Patrophilum,0057-006,A.D. 2,Medicine,,GLAUx,
Galen,Ars Medica,0057-007,A.D. 2,Medicine,,GLAUx,
Galen,De elementis ex Hippocrate,0057-008,A.D. 2,Medicine,,GLAUx,
Galen,De temperamentis,0057-009,A.D. 2,Medicine,,GLAUx,
Galen,De naturalibus facultatibus,0057-010,A.D. 2,Medicine,,GLAUx,
Galen,De anatomicis administrationibus,0057-011,A.D. 2,Medicine,,GLAUx,
Galen,De ossibus ad tirones,0057-012,A.D. 2,Medicine,,GLAUx,
Galen,De venarum arteriarumque dissectione,0057-013,A.D. 2,Medicine,,GLAUx,
Galen,De nervorum dissectione,0057-014,A.D. 2,Medicine,,GLAUx,
Galen,De instrumento odoratus,0057-015,A.D. 2,Medicine,,GLAUx,
Galen,De uteri dissectione,0057-016,A.D. 2,Medicine,,GLAUx,
Galen,De usu partium corporis humani I-XI,0057-017,A.D. 2,Medicine,,GLAUx,
Galen,De motu musculorum,0057-018,A.D. 2,Medicine,,GLAUx,
Galen,De Victu Attenuante,0057-019,A.D. 2,Medicine,,GLAUx,
Galen,De utilitate respirationis,0057-020,A.D. 2,Medicine,,GLAUx,
